Mode,Locus,FinalFitness
Sex,mito-adj,0.925073
Sex,mito-adj,0.343629
Sex,mito-adj,0.0158215
Sex,mito-adj,0.0359475
Sex,mito-adj,0.866858
Sex,mito-adj,1.58942
Sex,mito-adj,1.38552
Sex,mito-adj,0.00444113
Sex,mito-adj,0.0761042
Sex,mito-adj,1.9985
Sex,mito-adj,0.00516031
Sex,mito-adj,0.0442525
Sex,mito-adj,0.282457
Sex,mito-adj,0.00739333
Sex,mito-adj,1.90244
Sex,mito-adj,1.8592
Sex,mito-adj,1.29017
Sex,mito-adj,1.39597
Sex,mito-adj,1.47784
Sex,mito-adj,1.82555
Sex,mito-adj,0.00268467
Sex,mito-adj,0.229384
Sex,mito-adj,1.96558
Sex,mito-adj,0.127022
Sex,mito-adj,0.149956
Sex,mito-adj,0.039776
Sex,mito-adj,0.138391
Sex,mito-adj,0.127984
Sex,mito-adj,1.72987
Sex,mito-adj,1.10448
Sex,mito-adj,0.324746
Sex,mito-adj,0.0758409
Sex,mito-adj,0.227004
Sex,mito-adj,0.00740003
Sex,mito-adj,0.00306976
Sex,mito-adj,0.0452082
Sex,mito-adj,1.99695
Sex,mito-adj,0.952161
Sex,mito-adj,0.0578552
Sex,mito-adj,0.00651422
Sex,mito-adj,1.07162
Sex,mito-adj,0.101027
Sex,mito-adj,1.97233
Sex,mito-adj,0.0287987
Sex,mito-adj,0.00689875
Sex,mito-adj,1.43298
Sex,mito-adj,1.97092
Sex,mito-adj,0.0672696
Sex,mito-adj,0.0150511
Sex,mito-adj,0.195723
Sex,mito-adj,1.99978
Sex,mito-adj,0.185941
Sex,mito-adj,0.00980588
Sex,mito-adj,0.234979
Sex,mito-adj,0.00344067
Sex,mito-adj,0.00838354
Sex,mito-adj,1.62818
Sex,mito-adj,0.284533
Sex,mito-adj,1.94247
Sex,mito-adj,1.19784
Sex,mito-adj,1.55351
Sex,mito-adj,0.0242277
Sex,mito-adj,0.0464844
Sex,mito-adj,0.204687
Sex,mito-adj,1.95939
Sex,mito-adj,1.99149
Sex,mito-adj,0.14946
Sex,mito-adj,1.97057
Sex,mito-adj,0.0859623
Sex,mito-adj,0.0716471
Sex,mito-adj,1.89535
Sex,mito-adj,0.0657316
Sex,mito-adj,0.152361
Sex,mito-adj,0.147844
Sex,mito-adj,1.71055
Sex,mito-adj,1.13858
Sex,mito-adj,1.98935
Sex,mito-adj,0.51363
Sex,mito-adj,0.773587
Sex,mito-adj,0.134726
Sex,mito-adj,0.0398521
Sex,mito-adj,0.185992
Sex,mito-adj,0.0149798
Sex,mito-adj,0.328565
Sex,mito-adj,0.196738
Sex,mito-adj,0.096425
Sex,mito-adj,0.480469
Sex,mito-adj,0.491051
Sex,mito-adj,0.145241
Sex,mito-adj,0.0132513
Sex,mito-adj,0.0628549
Sex,mito-adj,1.92086
Sex,mito-adj,1.90301
Sex,mito-adj,0.266417
Sex,mito-adj,1.69227
Sex,mito-adj,0.306816
Sex,mito-adj,1.33444
Sex,mito-adj,0.0980343
Sex,mito-adj,1.68308
Sex,mito-adj,0.273264
Sex,mito-adj,0.0735796
Sex,mito-adj,0.00995513
Sex,mito-adj,0.144907
Sex,mito-adj,0.95779
Sex,mito-adj,1.28401
Sex,mito-adj,0.0210189
Sex,mito-adj,0.768226
Sex,mito-adj,0.47964
Sex,mito-adj,1.9705
Sex,mito-adj,1.99859
Sex,mito-adj,0.13487
Sex,mito-adj,0.248427
Sex,mito-adj,0.20988
Sex,mito-adj,1.07532
Sex,mito-adj,0.00775705
Sex,mito-adj,1.81672
Sex,mito-adj,0.0374469
Sex,mito-adj,0.193372
Sex,mito-adj,1.06795
Sex,mito-adj,0.0262257
Sex,mito-adj,1.27899
Sex,mito-adj,1.34245
Sex,mito-adj,0.0155821
Sex,mito-adj,0.0247156
Sex,mito-adj,0.230378
Sex,mito-adj,1.86896
Sex,mito-adj,0.328772
Sex,mito-adj,1.72008
Sex,mito-adj,0.00523481
Sex,mito-adj,1.78656
Sex,mito-adj,0.161143
Sex,mito-adj,0.143135
Sex,mito-adj,0.265389
Sex,mito-adj,0.00434845
Sex,mito-adj,1.68057
Sex,mito-adj,1.97576
Sex,mito-adj,0.0751043
Sex,mito-adj,1.58072
Sex,mito-adj,0.18489
Sex,mito-adj,0.0688751
Sex,mito-adj,0.0415724
Sex,mito-adj,0.0264202
Sex,mito-adj,0.0086793
Sex,mito-adj,0.867924
Sex,mito-adj,0.0396344
Sex,mito-adj,0.203317
Sex,mito-adj,0.0638708
Sex,mito-adj,1.62412
Sex,mito-adj,1.10694
Sex,mito-adj,1.99656
Sex,mito-adj,0.12314
Sex,mito-adj,0.0862936
Sex,mito-adj,0.163629
Sex,mito-adj,1.92732
Sex,mito-adj,1.15746
Sex,mito-adj,1.84724
Sex,mito-adj,0.0390471
Sex,mito-adj,0.491771
Sex,mito-adj,1.23402
Sex,mito-adj,0.571079
Sex,mito-adj,0.454108
Sex,mito-adj,0.086972
Sex,mito-adj,0.0719874
Sex,mito-adj,1.98148
Sex,mito-adj,0.029267
Sex,mito-adj,1.97976
Sex,mito-adj,0.612868
Sex,mito-adj,0.289886
Sex,mito-adj,0.00917554
Sex,mito-adj,0.99566
Sex,mito-adj,0.299006
Sex,mito-adj,0.185566
Sex,mito-adj,0.331554
Sex,mito-adj,0.564614
Sex,mito-adj,0.429033
Sex,mito-adj,0.438177
Sex,mito-adj,0.170084
Sex,mito-adj,0.259353
Sex,mito-adj,0.00408383
Sex,mito-adj,0.0318166
Sex,mito-adj,1.46566
Sex,mito-adj,0.961543
Sex,mito-adj,0.0885
Sex,mito-adj,0.50891
Sex,mito-adj,0.636869
Sex,mito-adj,0.161934
Sex,mito-adj,1.98295
Sex,mito-adj,1.14457
Sex,mito-adj,1.94656
Sex,mito-adj,0.18157
Sex,mito-adj,0.0734006
Sex,mito-adj,0.0895809
Sex,mito-adj,0.0199949
Sex,mito-adj,1.18561
Sex,mito-adj,1.91801
Sex,mito-adj,0.67894
Sex,mito-adj,0.225251
Sex,mito-adj,0.556358
Sex,mito-adj,1.71313
Sex,mito-adj,1.92032
Sex,mito-adj,0.28079
Sex,mito-adj,0.189717
Sex,mito-adj,1.77969
Sex,mito-adj,0.0790504
Sex,mito-adj,0.0477621
Sex,mito-adj,0.0386976
Sex,mito-adj,0.0301062
Sex,mito-adj,0.0057506
Sex,mito-adj,1.13903
Sex,mito-adj,0.017882
Sex,mito-adj,0.270118
Sex,mito-adj,1.51065
Sex,mito-adj,0.758671
Sex,mito-adj,0.222911
Sex,mito-adj,0.0034526
Sex,mito-adj,0.869612
Sex,mito-adj,1.98596
Sex,mito-adj,1.9999
Sex,mito-adj,0.35562
Sex,mito-adj,0.136136
Sex,mito-adj,0.0732203
Sex,mito-adj,1.48825
Sex,mito-adj,1.14187
Sex,mito-adj,0.019098
Sex,mito-adj,0.0302474
Sex,mito-adj,0.37751
Sex,mito-adj,1.99898
Sex,mito-adj,1.96096
Sex,mito-adj,0.175069
Sex,mito-adj,0.217557
Sex,mito-adj,0.493492
Sex,mito-adj,1.93649
Sex,mito-adj,0.256405
Sex,mito-adj,0.96557
Sex,mito-adj,0.00817642
Sex,mito-adj,0.0041254
Sex,mito-adj,1.99596
Sex,mito-adj,0.249385
Sex,mito-adj,1.60278
Sex,mito-adj,0.0365156
Sex,mito-adj,0.00725794
Sex,mito-adj,0.0790503
Sex,mito-adj,0.227076
Sex,mito-adj,0.00338892
Sex,mito-adj,1.33474
Sex,mito-adj,1.42784
Sex,mito-adj,1.12337
Sex,mito-adj,1.98054
Sex,mito-adj,0.0570146
Sex,mito-adj,0.566666
Sex,mito-adj,0.0860271
Sex,mito-adj,1.80474
Sex,mito-adj,0.0322323
Sex,mito-adj,0.205669
Sex,mito-adj,0.0180082
Sex,mito-adj,0.102234
Sex,mito-adj,0.33369
Sex,mito-adj,0.0188405
Sex,mito-adj,1.99078
Sex,mito-adj,0.51033
Sex,mito-adj,0.555657
Sex,mito-adj,1.25634
Sex,mito-adj,0.478515
Sex,mito-adj,1.64932
Sex,mito-adj,0.00275697
Sex,mito-adj,0.0769141
Sex,mito-adj,1.9465
Sex,mito-adj,1.01056
Sex,mito-adj,1.42384
Sex,mito-adj,0.0298792
Sex,mito-adj,1.74826
Sex,mito-adj,0.168598
Sex,mito-adj,0.19052
Sex,mito-adj,0.00205749
Sex,mito-adj,0.0198928
Sex,mito-adj,0.948621
Sex,mito-adj,0.595829
Sex,mito-adj,1.0533
Sex,mito-adj,0.0648426
Sex,mito-adj,0.516316
Sex,mito-adj,0.055331
Sex,mito-adj,1.70767
Sex,mito-adj,0.183527
Sex,mito-adj,1.84217
Sex,mito-adj,0.0635796
Sex,mito-adj,1.84583
Sex,mito-adj,1.57901
Sex,mito-adj,1.99034
Sex,mito-adj,0.116141
Sex,mito-adj,0.0227729
Sex,mito-adj,1.98149
Sex,mito-adj,0.0631989
Sex,mito-adj,0.00206887
Sex,mito-adj,0.538943
Sex,mito-adj,0.806377
Sex,mito-adj,0.0989786
Sex,mito-adj,1.90766
Sex,mito-adj,0.213093
Sex,mito-adj,0.127668
Sex,mito-adj,1.9613
Sex,mito-adj,0.04445
Sex,mito-adj,1.99596
Sex,mito-adj,0.845145
Sex,mito-adj,0.0725088
Sex,mito-adj,1.20204
Sex,mito-adj,0.623285
Sex,mito-adj,0.0654758
Sex,mito-adj,0.00853733
Sex,mito-adj,0.165415
Sex,mito-adj,0.0444446
Sex,mito-adj,0.0337059
Sex,mito-adj,1.64299
Sex,mito-adj,0.190581
Sex,mito-adj,0.919398
Sex,mito-adj,0.0176222
Sex,mito-adj,1.1777
Sex,mito-adj,0.086258
Sex,mito-adj,1.87454
Sex,mito-adj,1.57257
Sex,mito-adj,0.391394
Sex,mito-adj,0.184456
Sex,mito-adj,0.444416
Sex,mito-adj,1.91486
Sex,mito-adj,0.108005
Sex,mito-adj,1.48329
Sex,mito-adj,0.225082
Sex,mito-adj,0.00200133
Sex,mito-adj,0.739055
Sex,mito-adj,1.972
Sex,mito-adj,1.50984
Sex,mito-adj,0.966204
Sex,mito-adj,0.186208
Sex,mito-adj,0.636737
Sex,mito-adj,1.99073
Sex,mito-adj,0.0958122
Sex,mito-adj,1.95568
Sex,mito-adj,1.82946
Sex,mito-adj,1.06418
Sex,mito-adj,0.0847671
Sex,mito-adj,0.566381
Sex,mito-adj,0.373864
Sex,mito-adj,0.0796551
Sex,mito-adj,0.070973
Sex,mito-adj,1.98462
Sex,mito-adj,1.97867
Sex,mito-adj,0.197087
Sex,mito-adj,0.460808
Sex,mito-adj,0.0412923
Sex,mito-adj,0.391829
Sex,mito-adj,0.0248001
Sex,mito-adj,0.202501
Sex,mito-adj,0.0890575
Sex,mito-adj,0.784512
Sex,mito-adj,0.503482
Sex,mito-adj,0.668518
Sex,mito-adj,1.87577
Sex,mito-adj,0.545844
Sex,mito-adj,0.300241
Sex,mito-adj,1.44058
Sex,mito-adj,0.326913
Sex,mito-adj,0.22546
Sex,mito-adj,0.760076
Sex,mito-adj,0.106135
Sex,mito-adj,0.0328162
Sex,mito-adj,0.250747
Sex,mito-adj,1.73514
Sex,mito-adj,0.610218
Sex,mito-adj,1.82908
Sex,mito-adj,1.41078
Sex,mito-adj,0.0312022
Sex,mito-adj,1.99889
Sex,mito-adj,0.203383
Sex,mito-adj,0.0456533
Sex,mito-adj,0.00593511
Sex,mito-adj,0.196491
Sex,mito-adj,0.152261
Sex,mito-adj,1.16201
Sex,mito-adj,0.156661
Sex,mito-adj,0.0459512
Sex,mito-adj,0.0310265
Sex,mito-adj,1.35771
Sex,mito-adj,1.23528
Sex,mito-adj,0.381506
Sex,mito-adj,0.0905432
Sex,mito-adj,1.18695
Sex,mito-adj,1.38236
Sex,mito-adj,1.28397
Sex,mito-adj,0.0728064
Sex,mito-adj,0.31006
Sex,mito-adj,0.0897759
Sex,mito-adj,1.97022
Sex,mito-adj,0.0460983
Sex,mito-adj,0.051755
Sex,mito-adj,0.00522782
Sex,mito-adj,1.97856
Sex,mito-adj,0.415639
Sex,mito-adj,0.148482
Sex,mito-adj,0.0133373
Sex,mito-adj,0.00827575
Sex,mito-adj,0.00506231
Sex,mito-adj,0.254729
Sex,mito-adj,1.98996
Sex,mito-adj,0.240791
Sex,mito-adj,0.400668
Sex,mito-adj,1.53278
Sex,mito-adj,0.00220642
Sex,mito-adj,0.310735
Sex,mito-adj,1.98719
Sex,mito-adj,1.35401
Sex,mito-adj,0.217202
Sex,mito-adj,1.99034
Sex,mito-adj,0.0170259
Sex,mito-adj,0.0350578
Sex,mito-adj,1.85896
Sex,mito-adj,0.0336592
Sex,mito-adj,1.83914
Sex,mito-adj,0.00938372
Sex,mito-adj,1.90359
Sex,mito-adj,0.564291
Sex,mito-adj,0.831499
Sex,mito-adj,0.243137
Sex,mito-adj,0.585269
Sex,mito-adj,1.96353
Sex,mito-adj,1.32278
Sex,mito-adj,1.88347
Sex,mito-adj,0.669658
Sex,mito-adj,1.03213
Sex,mito-adj,1.71933
Sex,mito-adj,1.17603
Sex,mito-adj,0.413029
Sex,mito-adj,0.0522237
Sex,mito-adj,1.8325
Sex,mito-adj,0.00666036
Sex,mito-adj,0.0982754
Sex,mito-adj,0.195282
Sex,mito-adj,0.00834024
Sex,mito,1.02733
Sex,mito,1.57788
Sex,mito,1.46712
Sex,mito,1.60261
Sex,mito,1.65495
Sex,mito,1.98057
Sex,mito,1.96309
Sex,mito,0.188776
Sex,mito,1.65885
Sex,mito,0.0178458
Sex,mito,1.84801
Sex,mito,1.70154
Sex,mito,0.378545
Sex,mito,1.96757
Sex,mito,1.1236
Sex,mito,1.15784
Sex,mito,1.64488
Sex,mito,1.41459
Sex,mito,1.80209
Sex,mito,0.615744
Sex,mito,0.360765
Sex,mito,0.305295
Sex,mito,0.144448
Sex,mito,1.40529
Sex,mito,1.09643
Sex,mito,1.89698
Sex,mito,1.38937
Sex,mito,0.899836
Sex,mito,1.63098
Sex,mito,0.876392
Sex,mito,0.363174
Sex,mito,1.87568
Sex,mito,1.66465
Sex,mito,1.85785
Sex,mito,0.230467
Sex,mito,1.93068
Sex,mito,1.32293
Sex,mito,1.92459
Sex,mito,1.88189
Sex,mito,1.62509
Sex,mito,1.99006
Sex,mito,0.146233
Sex,mito,1.78454
Sex,mito,1.55847
Sex,mito,0.27697
Sex,mito,1.85122
Sex,mito,1.96771
Sex,mito,0.735956
Sex,mito,1.48452
Sex,mito,1.66538
Sex,mito,0.135932
Sex,mito,1.995
Sex,mito,1.74965
Sex,mito,0.727567
Sex,mito,1.79547
Sex,mito,1.72198
Sex,mito,1.42111
Sex,mito,1.99574
Sex,mito,1.96159
Sex,mito,0.173946
Sex,mito,1.90927
Sex,mito,1.97806
Sex,mito,1.29259
Sex,mito,1.6531
Sex,mito,1.11213
Sex,mito,1.75912
Sex,mito,1.12578
Sex,mito,1.83392
Sex,mito,1.99641
Sex,mito,1.89183
Sex,mito,1.97807
Sex,mito,1.74621
Sex,mito,0.592697
Sex,mito,1.98365
Sex,mito,1.77543
Sex,mito,1.94397
Sex,mito,1.04717
Sex,mito,1.99717
Sex,mito,1.2573
Sex,mito,0.475323
Sex,mito,1.92129
Sex,mito,1.62854
Sex,mito,1.97191
Sex,mito,0.779154
Sex,mito,0.975748
Sex,mito,1.46126
Sex,mito,0.824264
Sex,mito,1.95252
Sex,mito,1.09528
Sex,mito,1.99847
Sex,mito,1.14558
Sex,mito,0.856157
Sex,mito,1.94699
Sex,mito,1.9775
Sex,mito,1.3958
Sex,mito,1.49649
Sex,mito,1.83975
Sex,mito,1.88742
Sex,mito,1.58008
Sex,mito,0.198324
Sex,mito,1.73687
Sex,mito,1.62334
Sex,mito,1.90229
Sex,mito,1.93979
Sex,mito,1.95798
Sex,mito,1.86341
Sex,mito,1.8999
Sex,mito,1.67948
Sex,mito,0.209292
Sex,mito,1.65482
Sex,mito,1.87487
Sex,mito,1.6256
Sex,mito,0.795153
Sex,mito,0.84876
Sex,mito,1.89743
Sex,mito,1.95821
Sex,mito,1.74877
Sex,mito,1.97889
Sex,mito,1.83345
Sex,mito,1.36902
Sex,mito,1.98793
Sex,mito,1.59056
Sex,mito,1.98969
Sex,mito,0.618368
Sex,mito,1.98106
Sex,mito,1.7619
Sex,mito,0.378655
Sex,mito,1.71092
Sex,mito,1.56046
Sex,mito,1.85572
Sex,mito,0.587553
Sex,mito,1.10898
Sex,mito,1.98803
Sex,mito,1.82369
Sex,mito,1.43344
Sex,mito,1.27887
Sex,mito,0.231815
Sex,mito,1.89213
Sex,mito,1.78149
Sex,mito,0.746368
Sex,mito,0.990676
Sex,mito,1.90522
Sex,mito,1.99892
Sex,mito,1.01742
Sex,mito,1.96956
Sex,mito,1.8678
Sex,mito,1.99222
Sex,mito,1.63537
Sex,mito,0.569753
Sex,mito,1.97638
Sex,mito,0.91104
Sex,mito,1.21138
Sex,mito,1.89469
Sex,mito,1.73737
Sex,mito,1.34032
Sex,mito,0.0265415
Sex,mito,1.96603
Sex,mito,0.729343
Sex,mito,1.26233
Sex,mito,1.53284
Sex,mito,1.44933
Sex,mito,1.23639
Sex,mito,1.84556
Sex,mito,1.91671
Sex,mito,0.626539
Sex,mito,0.236744
Sex,mito,1.10139
Sex,mito,0.88777
Sex,mito,1.98898
Sex,mito,1.97871
Sex,mito,1.85002
Sex,mito,1.11457
Sex,mito,1.98603
Sex,mito,0.0240962
Sex,mito,1.63948
Sex,mito,0.219762
Sex,mito,1.98083
Sex,mito,1.76042
Sex,mito,1.99756
Sex,mito,1.96745
Sex,mito,1.04767
Sex,mito,1.91034
Sex,mito,1.93991
Sex,mito,1.98283
Sex,mito,1.9441
Sex,mito,1.27827
Sex,mito,1.87897
Sex,mito,1.99669
Sex,mito,1.46759
Sex,mito,1.86838
Sex,mito,1.79922
Sex,mito,1.72111
Sex,mito,1.98362
Sex,mito,1.9676
Sex,mito,1.86101
Sex,mito,0.408447
Sex,mito,0.716372
Sex,mito,1.02604
Sex,mito,0.971777
Sex,mito,1.99797
Sex,mito,1.00152
Sex,mito,0.125585
Sex,mito,0.486365
Sex,mito,1.95452
Sex,mito,1.70545
Sex,mito,1.21991
Sex,mito,0.619689
Sex,mito,1.97442
Sex,mito,1.88037
Sex,mito,1.74559
Sex,mito,1.86507
Sex,mito,1.31196
Sex,mito,0.960825
Sex,mito,1.43235
Sex,mito,0.78724
Sex,mito,1.99243
Sex,mito,1.51304
Sex,mito,1.96228
Sex,mito,1.90667
Sex,mito,0.15532
Sex,mito,0.193087
Sex,mito,1.9395
Sex,mito,1.96215
Sex,mito,1.93004
Sex,mito,1.88526
Sex,mito,0.971956
Sex,mito,1.9868
Sex,mito,1.89983
Sex,mito,1.45318
Sex,mito,1.63919
Sex,mito,1.50628
Sex,mito,1.09824
Sex,mito,1.92918
Sex,mito,1.33401
Sex,mito,1.98449
Sex,mito,1.97736
Sex,mito,0.115197
Sex,mito,1.57966
Sex,mito,1.82456
Sex,mito,0.875452
Sex,mito,0.752482
Sex,mito,0.406434
Sex,mito,1.45682
Sex,mito,1.88313
Sex,mito,1.94713
Sex,mito,0.00515862
Sex,mito,1.99967
Sex,mito,1.45234
Sex,mito,1.75458
Sex,mito,0.56913
Sex,mito,1.90524
Sex,mito,1.98727
Sex,mito,1.60945
Sex,mito,1.83791
Sex,mito,1.98511
Sex,mito,1.91689
Sex,mito,1.15543
Sex,mito,1.40871
Sex,mito,1.96628
Sex,mito,0.435393
Sex,mito,1.96273
Sex,mito,1.99647
Sex,mito,0.182266
Sex,mito,1.95735
Sex,mito,0.0218614
Sex,mito,1.89561
Sex,mito,0.975273
Sex,mito,1.73299
Sex,mito,1.92604
Sex,mito,0.393127
Sex,mito,1.51674
Sex,mito,1.86336
Sex,mito,1.38108
Sex,mito,1.96941
Sex,mito,1.02527
Sex,mito,0.790964
Sex,mito,1.56138
Sex,mito,1.90858
Sex,mito,1.83528
Sex,mito,1.01137
Sex,mito,1.15118
Sex,mito,1.91954
Sex,mito,1.98511
Sex,mito,1.98161
Sex,mito,1.7842
Sex,mito,1.99977
Sex,mito,1.96264
Sex,mito,1.83044
Sex,mito,1.96984
Sex,mito,1.91606
Sex,mito,0.370172
Sex,mito,1.95419
Sex,mito,1.60926
Sex,mito,1.33385
Sex,mito,1.99723
Sex,mito,0.530138
Sex,mito,1.75431
Sex,mito,0.367931
Sex,mito,0.314698
Sex,mito,1.51441
Sex,mito,1.97106
Sex,mito,0.0557639
Sex,mito,1.01459
Sex,mito,1.97572
Sex,mito,1.99379
Sex,mito,1.91415
Sex,mito,0.0328773
Sex,mito,1.97696
Sex,mito,1.6597
Sex,mito,1.98242
Sex,mito,1.87838
Sex,mito,1.4334
Sex,mito,0.0409085
Sex,mito,1.1144
Sex,mito,1.343
Sex,mito,1.89118
Sex,mito,1.38006
Sex,mito,0.518667
Sex,mito,1.23666
Sex,mito,1.83401
Sex,mito,1.50162
Sex,mito,0.719052
Sex,mito,1.26199
Sex,mito,1.80793
Sex,mito,1.45067
Sex,mito,1.99514
Sex,mito,1.50775
Sex,mito,0.11573
Sex,mito,1.03777
Sex,mito,0.675602
Sex,mito,1.97839
Sex,mito,1.81349
Sex,mito,1.73939
Sex,mito,1.04562
Sex,mito,1.55391
Sex,mito,1.02059
Sex,mito,1.99068
Sex,mito,1.44704
Sex,mito,0.464959
Sex,mito,1.00702
Sex,mito,1.4844
Sex,mito,0.987619
Sex,mito,1.66239
Sex,mito,0.897577
Sex,mito,1.97786
Sex,mito,1.92227
Sex,mito,1.80702
Sex,mito,0.801746
Sex,mito,0.868839
Sex,mito,0.395076
Sex,mito,1.83394
Sex,mito,0.10119
Sex,mito,1.47165
Sex,mito,0.0279381
Sex,mito,1.99461
Sex,mito,1.80839
Sex,mito,1.95452
Sex,mito,0.942898
Sex,mito,0.708081
Sex,mito,0.963252
Sex,mito,1.9729
Sex,mito,0.811257
Sex,mito,1.57342
Sex,mito,1.97723
Sex,mito,1.85764
Sex,mito,1.99379
Sex,mito,1.34447
Sex,mito,1.47512
Sex,mito,1.71184
Sex,mito,0.0939008
Sex,mito,1.8767
Sex,mito,1.80963
Sex,mito,1.73688
Sex,mito,1.07582
Sex,mito,1.02889
Sex,mito,1.39492
Sex,mito,1.92586
Sex,mito,1.8412
Sex,mito,1.83856
Sex,mito,1.13128
Sex,mito,0.0668414
Sex,mito,1.62792
Sex,mito,1.85991
Sex,mito,1.83267
Sex,mito,1.88102
Sex,mito,1.95014
Sex,mito,1.60447
Sex,mito,1.90329
Sex,mito,0.180457
Sex,mito,1.9865
Sex,mito,0.70423
Sex,mito,1.25289
Sex,mito,1.79248
Sex,mito,0.898353
Sex,mito,1.97276
Sex,mito,1.99778
Sex,mito,1.11093
Sex,mito,0.278238
Sex,mito,0.196901
Sex,mito,0.919174
Sex,mito,1.5016
Sex,mito,1.99535
Sex,mito,1.92721
Sex,mito,1.97945
Sex,mito,1.76649
Sex,mito,1.87498
Sex,mito,1.98855
Sex,mito,1.69733
Sex,mito,1.98453
Sex,mito,0.341332
Sex,mito,0.148874
Sex,mito,0.374784
Sex,mito,1.79999
Sex,mito,1.97934
Sex,mito,1.58029
Sex,mito,1.56905
Sex,mito,1.41256
Sex,mito,0.571551
Sex,mito,1.63969
Sex,mito,0.929989
Sex,mito,1.8676
Sex,mito,1.45945
Sex,mito,1.83196
Sex,mito,0.189242
Sex,mito,0.609233
Sex,mito,0.872212
Sex,mito,1.91174
Sex,mito,1.8004
Sex,mito,1.28608
Sex,mito,1.20105
Sex,mito,1.37603
Sex,mito,1.9145
Sex,mito,1.70019
Sex,mito,1.78899
Sex,mito,1.94472
Sex,mito,1.94831
Sex,mito,0.175441
Sex,mito,1.90016
Sex,mito,1.62928
Sex,mito,0.382228
Sex,mito,0.201164
Sex,mito,1.64191
Sex,mito,1.16843
Sex,mito,0.914089
Sex,mito,1.36937
Sex,mito,0.305796
Sex,mito,1.4102
Sex,mito,1.47442
Sex,mito,1.88537
Sex,mito,1.18957
Sex,mito,1.9329
Sex,mito,1.93098
Sex,mito,0.675882
Sex,mito,0.74359
Sex,mito,0.80098
Sex,mito,0.455177
Sex,mito,0.989349
Sex,mito,1.91961
Sex,mito,1.8374
Sex,mito,1.75042
Sex,mito,1.81473
Sex,mito,1.65732
Sex,mito,1.91954
Sex,mito,1.73242
Sex,mito,0.368323
Sex,mito,1.08201
Sex,mito,1.08293
Sex,mito,1.91347
Sex,mito,0.0884499
Sex,mito,0.651081
Sex,mito,1.80011
Sex,mito,0.018547
Sex,mito,1.81692
Sex,mito,1.57223
Sex,mito,1.29967
Sex,mito,1.99263
Sex,mito,1.91243
Sex,mito,1.9996
Sex,mito,1.91247
Sex,mito,0.842004
Sex,mito,1.61837
Sex,mito,1.95925
Sex,mito,1.34085
Sex,mito,0.10363
Sex,mito,1.21127
Sex,mito,0.00946553
Sex,mito,0.785487
Sex,mito,1.96798
Sex,mito,0.570603
Sex,mito,1.44517
Sex,mito,0.660659
Sex,mito,1.29264
Sex,mito,1.85467
Sex,mito,1.63611
Sex,mito,0.591614
Sex,mito,1.39746
Sex,mito,1.9654
Sex,mito,1.97613
Sex,mito,1.40083
