Mode,Locus,EndTime
Herm,mito,3791
Herm,mito,32936
Herm,mito,17235
Herm,mito,10312
Herm,mito,19208
Herm,mito,12731
Herm,mito,9863
Herm,mito,36291
Herm,mito,12621
Herm,mito,4384
Herm,mito,11480
Herm,mito,17731
Herm,mito,17666
Herm,mito,11761
Herm,mito,24977
Herm,mito,11743
Herm,mito,37298
Herm,mito,6360
Herm,mito,12711
Herm,mito,21519
Herm,mito,25812
Herm,mito,22891
Herm,mito,11103
Herm,mito,21163
Herm,mito,28969
Herm,mito,12111
Herm,mito,13500
Herm,mito,37757
Herm,mito,12232
Herm,mito,12435
Herm,mito,12569
Herm,mito,18670
Herm,mito,22263
Herm,mito,26404
Herm,mito,8238
Herm,mito,5879
Herm,mito,25119
Herm,mito,11363
Herm,mito,7489
Herm,mito,9405
Herm,mito,30506
Herm,mito,7813
Herm,mito,8198
Herm,mito,6448
Herm,mito,30746
Herm,mito,9017
Herm,mito,28286
Herm,mito,8696
Herm,mito,13384
Herm,mito,13008
Herm,mito,10195
Herm,mito,10291
Herm,mito,39053
Herm,mito,14668
Herm,mito,10848
Herm,mito,5758
Herm,mito,8425
Herm,mito,4987
Herm,mito,21688
Herm,mito,5476
Herm,mito,13666
Herm,mito,19296
Herm,mito,14223
Herm,mito,11374
Herm,mito,13773
Herm,mito,9922
Herm,mito,7732
Herm,mito,9681
Herm,mito,8015
Herm,mito,11150
Herm,mito,15125
Herm,mito,16171
Herm,mito,18353
Herm,mito,17668
Herm,mito,44480
Herm,mito,36976
Herm,mito,9320
Herm,mito,11972
Herm,mito,5823
Herm,mito,8457
Herm,mito,6357
Herm,mito,11117
Herm,mito,21259
Herm,mito,11314
Herm,mito,13107
Herm,mito,12024
Herm,mito,21839
Herm,mito,36026
Herm,mito,21122
Herm,mito,9770
Herm,mito,12310
Herm,mito,12544
Herm,mito,11308
Herm,mito,10305
Herm,mito,12949
Herm,mito,13018
Herm,mito,31931
Herm,mito,6947
Herm,mito,7225
Herm,mito,8724
Herm,mito,11386
Herm,mito,7902
Herm,mito,15288
Herm,mito,10379
Herm,mito,19673
Herm,mito,4840
Herm,mito,11965
Herm,mito,38288
Herm,mito,26621
Herm,mito,14986
Herm,mito,9124
Herm,mito,6236
Herm,mito,5962
Herm,mito,13144
Herm,mito,20141
Herm,mito,4193
Herm,mito,58557
Herm,mito,9937
Herm,mito,10908
Herm,mito,12776
Herm,mito,5602
Herm,mito,33129
Herm,mito,10668
Herm,mito,8310
Herm,mito,17344
Herm,mito,23617
Herm,mito,9298
Herm,mito,15593
Herm,mito,18400
Herm,mito,14686
Herm,mito,10125
Herm,mito,11640
Herm,mito,11174
Herm,mito,15973
Herm,mito,9939
Herm,mito,8816
Herm,mito,36803
Herm,mito,32606
Herm,mito,18139
Herm,mito,28140
Herm,mito,7239
Herm,mito,7754
Herm,mito,5030
Herm,mito,27902
Herm,mito,12374
Herm,mito,10868
Herm,mito,10942
Herm,mito,5623
Herm,mito,19732
Herm,mito,14846
Herm,mito,5668
Herm,mito,23923
Herm,mito,39139
Herm,mito,22411
Herm,mito,16194
Herm,mito,8033
Herm,mito,4798
Herm,mito,8933
Herm,mito,11238
Herm,mito,21745
Herm,mito,13996
Herm,mito,15363
Herm,mito,6127
Herm,mito,14938
Herm,mito,34885
Herm,mito,13132
Herm,mito,14339
Herm,mito,10306
Herm,mito,9220
Herm,mito,8531
Herm,mito,8893
Herm,mito,21119
Herm,mito,30137
Herm,mito,49601
Herm,mito,15036
Herm,mito,9845
Herm,mito,16898
Herm,mito,11146
Herm,mito,15860
Herm,mito,7402
Herm,mito,9196
Herm,mito,20390
Herm,mito,10831
Herm,mito,8751
Herm,mito,9394
Herm,mito,7762
Herm,mito,15939
Herm,mito,6231
Herm,mito,4711
Herm,mito,16747
Herm,mito,27272
Herm,mito,21641
Herm,mito,22718
Herm,mito,24716
Herm,mito,10373
Herm,mito,9906
Herm,mito,19657
Herm,mito,6697
Herm,mito,10655
Herm,mito,14673
Herm,mito,7997
Herm,mito,5213
Herm,mito,15232
Herm,mito,11345
Herm,mito,9635
Herm,mito,22401
Herm,mito,16058
Herm,mito,11959
Herm,mito,7318
Herm,mito,34111
Herm,mito,9370
Herm,mito,16182
Herm,mito,15171
Herm,mito,18168
Herm,mito,15095
Herm,mito,11320
Herm,mito,15986
Herm,mito,16930
Herm,mito,7816
Herm,mito,25281
Self,auto,66168
Self,auto,95043
Self,auto,52045
Self,auto,55251
Self,auto,43247
Self,auto,85373
Self,auto,49197
Self,auto,29344
Self,auto,68675
Self,auto,93062
Self,auto,65749
Self,auto,69927
Self,auto,31941
Self,auto,89709
Self,auto,81150
Self,auto,92271
Self,auto,93728
Self,auto,41981
Self,auto,72209
Self,auto,79004
Self,auto,41755
Self,auto,41189
Self,auto,24417
Self,auto,32204
Self,auto,53079
Self,auto,60980
Self,auto,31384
Self,auto,73978
Self,auto,28453
Self,auto,43976
Self,auto,78874
Self,auto,63739
Self,auto,57929
Self,auto,67312
Self,auto,36468
Self,auto,33787
Self,auto,63802
Self,auto,61302
Self,auto,97191
Self,auto,66511
Self,auto,86521
Self,auto,91484
Self,auto,38792
Self,auto,26956
Self,auto,27447
Self,auto,49800
Self,auto,48769
Self,auto,54244
Self,auto,69918
Self,auto,82266
Self,auto,60468
Self,auto,72221
Self,auto,79513
Self,auto,31529
Self,auto,68389
Self,auto,30486
Self,auto,64495
Self,auto,51132
Self,auto,48160
Self,auto,56010
Self,auto,73586
Self,auto,45585
Self,auto,68196
Self,auto,75768
Self,auto,95911
Self,auto,49913
Self,auto,57533
Self,auto,57188
Self,auto,48211
Self,auto,35577
Self,auto,45394
Self,auto,85581
Self,auto,92118
Self,auto,66445
Self,auto,77029
Self,auto,87485
Self,auto,68580
Self,auto,97933
Self,auto,32792
Self,auto,96250
Self,auto,59923
Self,auto,49160
Self,auto,39407
Self,auto,37807
Self,auto,30065
Self,auto,37754
Self,auto,88633
Self,auto,65343
Self,auto,23545
Self,auto,59992
Self,auto,50830
Self,auto,13952
Self,auto,72498
Self,auto,77688
Self,auto,65223
Self,auto,88854
Self,auto,44731
Self,auto,66034
Self,auto,26673
Self,auto,44622
Self,auto,70149
Self,auto,78258
Self,auto,90375
Self,auto,44275
Self,auto,83619
Self,auto,43120
Self,auto,59490
Self,auto,66072
Self,auto,87373
Self,auto,88399
Self,auto,97408
Self,auto,41293
Self,auto,42439
Self,auto,33135
Self,auto,31038
Self,auto,90626
Self,auto,89825
Self,auto,48429
Self,auto,39290
Self,auto,58100
Self,auto,28090
Self,auto,51874
Self,auto,55293
Self,auto,81113
Self,auto,54951
Self,auto,96809
Self,auto,54990
Self,auto,43796
Self,auto,41507
Self,auto,42402
Self,auto,66051
Self,auto,88310
Self,auto,58036
Self,auto,39264
Self,auto,97469
Self,auto,58374
Self,auto,74303
Self,auto,59627
Self,auto,45249
Self,auto,77823
Self,auto,26656
Self,auto,64665
Self,auto,81208
Self,auto,91840
Self,auto,69522
Self,auto,50552
Self,auto,96485
Self,auto,74951
Self,auto,57142
Self,auto,92928
Self,auto,36609
Self,auto,87427
Self,auto,63154
Self,auto,42392
Self,auto,68254
Self,auto,56305
Self,auto,41879
Self,auto,60712
Self,auto,98878
Self,auto,40826
Self,auto,61918
Self,auto,33113
Self,auto,16816
Self,auto,69687
Self,auto,19727
Self,auto,51977
Self,auto,28000
Self,auto,44769
Self,auto,63230
Self,auto,34603
Self,auto,59761
Self,auto,26653
Self,auto,89798
Self,auto,41968
Self,auto,54832
Self,auto,64104
Self,auto,73935
Self,auto,49578
Self,auto,54260
Self,auto,37825
Self,auto,54990
Self,auto,52543
Self,auto,92339
Self,auto,40369
Self,auto,42594
Self,auto,78369
Self,auto,97457
Self,auto,78781
Self,auto,59439
Self,auto,32324
Self,auto,37816
Self,auto,46155
Self,auto,35692
Self,auto,32264
Self,auto,64267
Self,auto,41496
Self,auto,89589
Self,auto,37285
Self,auto,51857
Self,auto,39226
Self,auto,56156
Self,auto,47171
Self,auto,57207
Self,auto,41640
Self,auto,59153
Self,auto,52375
Self,auto,47787
Self,auto,61534
Self,auto,39688
Self,auto,49319
Self,auto,31243
Self,auto,80019
Self,auto,47993
Self,auto,49117
Self,auto,53987
Self,auto,63561
Self,auto,23488
Self,auto,42112
Self,auto,48328
Self,auto,34262
Self,auto,33064
Self,auto,33998
Self,auto,47282
Self,auto,53798
Self,auto,85705
Self,auto,48933
Self,auto,92083
Self,auto,70310
Self,auto,30623
Self,auto,51565
Self,auto,68957
Self,auto,60424
Self,auto,92642
Self,auto,67135
Self,auto,44808
Self,auto,40114
Self,auto,54112
Self,auto,85684
Self,auto,74607
Self,auto,97662
Self,auto,39288
Self,auto,64592
Self,auto,94235
Self,auto,54655
Self,auto,72999
Self,auto,65136
Self,auto,18616
Self,auto,34746
Self,auto,36481
Self,auto,80534
Self,auto,31215
Self,auto,41816
Self,auto,48833
Self,auto,77647
Self,auto,43402
Self,auto,56260
Self,auto,72356
Self,auto,42705
Self,auto,51079
Self,auto,94734
Self,auto,34854
Self,auto,70335
Self,auto,75805
Self,auto,42850
Self,auto,28269
Self,auto,51405
Self,auto,21390
Self,auto,42238
Self,auto,41625
Self,auto,39845
Self,auto,28815
Self,auto,87628
Self,auto,36851
Self,auto,90218
Self,auto,62714
Self,auto,86473
Self,auto,29653
Self,auto,44478
Self,auto,92946
Self,auto,76404
Self,auto,42876
Self,auto,47380
Self,auto,86926
Self,auto,40421
Self,auto,99430
Self,auto,61195
Self,auto,59929
Self,auto,67884
Self,auto,69907
Self,auto,46883
Self,auto,41158
Self,auto,27004
Self,auto,84961
Self,auto,88041
Self,auto,91363
Self,auto,58032
Self,auto,63207
Self,auto,38235
Self,auto,72194
Self,auto,52675
Self,auto,52589
Self,auto,44996
Self,auto,49796
Self,auto,55931
Self,auto,89750
Self,auto,85309
Self,auto,58686
Self,auto,43148
Self,auto,64362
Self,auto,41008
Self,auto,92742
Self,auto,42800
Self,auto,56862
Self,auto,59289
Self,auto,40204
Self,auto,74299
Self,auto,50825
Self,auto,37089
Self,auto,83875
Self,auto,53545
Self,auto,65553
Self,auto,49599
Self,auto,52688
Self,auto,59037
Self,auto,49127
Self,auto,78487
Self,auto,82130
Self,auto,52059
Self,auto,42396
Self,auto,98958
Self,auto,72420
Self,auto,47052
Self,auto,99044
Self,auto,29774
Self,auto,96574
Self,auto,26050
Self,auto,54182
Self,auto,86174
Self,auto,52262
Self,auto,47035
Self,auto,80445
Self,auto,30486
Self,auto,19610
Self,auto,79452
Self,auto,77152
Self,auto,72947
Self,auto,48111
Self,auto,71454
Self,auto,46925
Self,auto,62622
Self,auto,56063
Self,auto,85871
Self,auto,65611
Self,auto,60268
Self,auto,59328
Self,auto,26499
Self,auto,52462
Self,auto,71635
Self,auto,81847
Self,auto,64761
Self,auto,55368
Self,auto,55082
Self,auto,76793
Self,auto,69307
Self,auto,67671
Self,auto,69415
Self,auto,37948
Self,auto,84793
Self,auto,77306
Self,auto,75571
Self,auto,26366
Self,auto,82672
Self,auto,95555
Self,auto,71548
Self,auto,36488
Self,auto,82567
Self,auto,67525
Self,auto,62547
Self,auto,21362
Self,auto,42837
Self,auto,75101
Self,auto,32146
Self,auto,31953
Self,auto,40309
Self,auto,81634
Self,auto,87564
Self,auto,66360
Self,auto,37859
Self,auto,88244
Self,auto,71182
Self,auto,68226
Self,auto,89416
Self,auto,44679
Self,auto,72542
Self,auto,96100
Self,auto,45663
Self,auto,90507
Self,auto,76430
Self,auto,84867
Self,auto,48256
Self,auto,53266
Self,auto,41525
Self,auto,69527
Self,auto,98294
Self,auto,48207
Self,auto,90732
Self,auto,31320
Self,auto,66914
Self,auto,72394
Self,auto,70449
Self,auto,60423
Self,auto,87412
Self,auto,65813
Self,mito-adj,89643
Self,mito-adj,77037
Self,mito-adj,73075
Self,mito-adj,70567
Self,mito-adj,64944
Self,mito-adj,53533
Self,mito-adj,51113
Self,mito-adj,86804
Self,mito-adj,40922
Self,mito-adj,43300
Self,mito-adj,45684
Self,mito-adj,71812
Self,mito-adj,40789
Self,mito-adj,39090
Self,mito-adj,38377
Self,mito-adj,94674
Self,mito-adj,51043
Self,mito-adj,69364
Self,mito-adj,79164
Self,mito-adj,72050
Self,mito-adj,93545
Self,mito-adj,26617
Self,mito-adj,37662
Self,mito-adj,63292
Self,mito-adj,26604
Self,mito-adj,27935
Self,mito-adj,91139
Self,mito-adj,53267
Self,mito-adj,56543
Self,mito-adj,36897
Self,mito-adj,45026
Self,mito-adj,92137
Self,mito-adj,97800
Self,mito-adj,45894
Self,mito-adj,57736
Self,mito-adj,38600
Self,mito-adj,50858
Self,mito-adj,85375
Self,mito-adj,67966
Self,mito-adj,60865
Self,mito-adj,63895
Self,mito-adj,61716
Self,mito-adj,70947
Self,mito-adj,46047
Self,mito-adj,74934
Self,mito-adj,96282
Self,mito-adj,42118
Self,mito-adj,67342
Self,mito-adj,56930
Self,mito-adj,58499
Self,mito-adj,67087
Self,mito-adj,69036
Self,mito-adj,43986
Self,mito-adj,69257
Self,mito-adj,54888
Self,mito-adj,48788
Self,mito-adj,41495
Self,mito-adj,52265
Self,mito-adj,87707
Self,mito-adj,41731
Self,mito-adj,88941
Self,mito-adj,72851
Self,mito-adj,74151
Self,mito-adj,73496
Self,mito-adj,92447
Self,mito-adj,48182
Self,mito-adj,76952
Self,mito-adj,43551
Self,mito-adj,45622
Self,mito-adj,67598
Self,mito-adj,21726
Self,mito-adj,48774
Self,mito-adj,28350
Self,mito-adj,40842
Self,mito-adj,36625
Self,mito-adj,42556
Self,mito-adj,36878
Self,mito-adj,96650
Self,mito-adj,59330
Self,mito-adj,43820
Self,mito-adj,33017
Self,mito-adj,52358
Self,mito-adj,84170
Self,mito-adj,65787
Self,mito-adj,79487
Self,mito-adj,65735
Self,mito-adj,63874
Self,mito-adj,76892
Self,mito-adj,56446
Self,mito-adj,43465
Self,mito-adj,94795
Self,mito-adj,91693
Self,mito-adj,30660
Self,mito-adj,51578
Self,mito-adj,72797
Self,mito-adj,44035
Self,mito-adj,75681
Self,mito-adj,32493
Self,mito-adj,43423
Self,mito-adj,47620
Self,mito-adj,76822
Self,mito-adj,43476
Self,mito-adj,60963
Self,mito-adj,68357
Self,mito-adj,94371
Self,mito-adj,38377
Self,mito-adj,51595
Self,mito-adj,59878
Self,mito-adj,37545
Self,mito-adj,46221
Self,mito-adj,24207
Self,mito-adj,61098
Self,mito-adj,66138
Self,mito-adj,75530
Self,mito-adj,68750
Self,mito-adj,55480
Self,mito-adj,36480
Self,mito-adj,65782
Self,mito-adj,33348
Self,mito-adj,50185
Self,mito-adj,68458
Self,mito-adj,61428
Self,mito-adj,75339
Self,mito-adj,49975
Self,mito-adj,90571
Self,mito-adj,30205
Self,mito-adj,53371
Self,mito-adj,37672
Self,mito-adj,17941
Self,mito-adj,39664
Self,mito-adj,61021
Self,mito-adj,89798
Self,mito-adj,32264
Self,mito-adj,51486
Self,mito-adj,20585
Self,mito-adj,64992
Self,mito-adj,40978
Self,mito-adj,47846
Self,mito-adj,40667
Self,mito-adj,77461
Self,mito-adj,43301
Self,mito-adj,67521
Self,mito-adj,93633
Self,mito-adj,85997
Self,mito-adj,55905
Self,mito-adj,78817
Self,mito-adj,70477
Self,mito-adj,66538
Self,mito-adj,50765
Self,mito-adj,71253
Self,mito-adj,24822
Self,mito-adj,31396
Self,mito-adj,45696
Self,mito-adj,78774
Self,mito-adj,18683
Self,mito-adj,50578
Self,mito-adj,85719
Self,mito-adj,40359
Self,mito-adj,39257
Self,mito-adj,60431
Self,mito-adj,63546
Self,mito-adj,75110
Self,mito-adj,70441
Self,mito-adj,76900
Self,mito-adj,85527
Self,mito-adj,29452
Self,mito-adj,24080
Self,mito-adj,74297
Self,mito-adj,34031
Self,mito-adj,44163
Self,mito-adj,55837
Self,mito-adj,62397
Self,mito-adj,74706
Self,mito-adj,29127
Self,mito-adj,48463
Self,mito-adj,67948
Self,mito-adj,34307
Self,mito-adj,51021
Self,mito-adj,89910
Self,mito-adj,72861
Self,mito-adj,45562
Self,mito-adj,31720
Self,mito-adj,67291
Self,mito-adj,65984
Self,mito-adj,54590
Self,mito-adj,40196
Self,mito-adj,71968
Self,mito-adj,77548
Self,mito-adj,88286
Self,mito-adj,55294
Self,mito-adj,63105
Self,mito-adj,67284
Self,mito-adj,25563
Self,mito-adj,52131
Self,mito-adj,60754
Self,mito-adj,46634
Self,mito-adj,87119
Self,mito-adj,50402
Self,mito-adj,49194
Self,mito-adj,40280
Self,mito-adj,32368
Self,mito-adj,56223
Self,mito-adj,48266
Self,mito-adj,48934
Self,mito-adj,67639
Self,mito-adj,55130
Self,mito-adj,79885
Self,mito-adj,43021
Self,mito-adj,58451
Self,mito-adj,53183
Self,mito-adj,54631
Self,mito-adj,81426
Self,mito-adj,76996
Self,mito-adj,87091
Self,mito-adj,71068
Self,mito-adj,27717
Self,mito-adj,75648
Self,mito-adj,64630
Self,mito-adj,72741
Self,mito-adj,38178
Self,mito-adj,32330
Self,mito-adj,41840
Self,mito-adj,54297
Self,mito-adj,29725
Self,mito-adj,47838
Self,mito-adj,51653
Self,mito-adj,51175
Self,mito-adj,25757
Self,mito-adj,99105
Self,mito-adj,82040
Self,mito-adj,63533
Self,mito-adj,56503
Self,mito-adj,97204
Self,mito-adj,44844
Self,mito-adj,76656
Self,mito-adj,72105
Self,mito-adj,60003
Self,mito-adj,45092
Self,mito-adj,40244
Self,mito-adj,39736
Self,mito-adj,55045
Self,mito-adj,28504
Self,mito-adj,47372
Self,mito-adj,71303
Self,mito-adj,79524
Self,mito-adj,79357
Self,mito-adj,63450
Self,mito-adj,43334
Self,mito-adj,98058
Self,mito-adj,46237
Self,mito-adj,87834
Self,mito-adj,63552
Self,mito-adj,28800
Self,mito-adj,31190
Self,mito-adj,93398
Self,mito-adj,87225
Self,mito-adj,31702
Self,mito-adj,37036
Self,mito-adj,44017
Self,mito-adj,62547
Self,mito-adj,23380
Self,mito-adj,98957
Self,mito-adj,64124
Self,mito-adj,85332
Self,mito-adj,88937
Self,mito-adj,60586
Self,mito-adj,32098
Self,mito-adj,94459
Self,mito-adj,64469
Self,mito-adj,25184
Self,mito-adj,41432
Self,mito-adj,58970
Self,mito-adj,65621
Self,mito-adj,36797
Self,mito-adj,21128
Self,mito-adj,58959
Self,mito-adj,45039
Self,mito-adj,66881
Self,mito-adj,34564
Self,mito-adj,61570
Self,mito-adj,37433
Self,mito-adj,66619
Self,mito-adj,94035
Self,mito-adj,39856
Self,mito-adj,93734
Self,mito-adj,69864
Self,mito-adj,75302
Self,mito-adj,22527
Self,mito-adj,99686
Self,mito-adj,90103
Self,mito-adj,71201
Self,mito-adj,99194
Self,mito-adj,86223
Self,mito-adj,43666
Self,mito-adj,99862
Self,mito-adj,93980
Self,mito-adj,58673
Self,mito-adj,51063
Self,mito-adj,26965
Self,mito-adj,61433
Self,mito-adj,75860
Self,mito-adj,34363
Self,mito-adj,65340
Self,mito-adj,50953
Self,mito-adj,34818
Self,mito-adj,72566
Self,mito-adj,24190
Self,mito-adj,33620
Self,mito-adj,56641
Self,mito-adj,61717
Self,mito-adj,59813
Self,mito-adj,40981
Self,mito-adj,36427
Self,mito-adj,49142
Self,mito-adj,38862
Self,mito-adj,87772
Self,mito-adj,48886
Self,mito-adj,94007
Self,mito-adj,52650
Self,mito-adj,17425
Self,mito-adj,60726
Self,mito-adj,74739
Self,mito-adj,55974
Self,mito-adj,97322
Self,mito-adj,39453
Self,mito-adj,78719
Self,mito-adj,47934
Self,mito-adj,92826
Self,mito-adj,81934
Self,mito-adj,86420
Self,mito-adj,60614
Self,mito-adj,74822
Self,mito-adj,64270
Self,mito-adj,44558
Self,mito-adj,66437
Self,mito-adj,79988
Self,mito-adj,68384
Self,mito-adj,59500
Self,mito-adj,49961
Self,mito-adj,50911
Self,mito-adj,76262
Self,mito-adj,30154
Self,mito-adj,46810
Self,mito-adj,43400
Self,mito-adj,53107
Self,mito-adj,35011
Self,mito-adj,68152
Self,mito-adj,39601
Self,mito-adj,40404
Self,mito-adj,44960
Self,mito-adj,53267
Self,mito-adj,46726
Self,mito-adj,97829
Self,mito-adj,75606
Self,mito-adj,62170
Self,mito-adj,26665
Self,mito-adj,74360
Self,mito-adj,18204
Self,mito-adj,46685
Self,mito-adj,60236
Self,mito-adj,27424
Self,mito-adj,56748
Self,mito-adj,41037
Self,mito-adj,38931
Self,mito-adj,64040
Self,mito-adj,66107
Self,mito-adj,66504
Self,mito-adj,46635
Self,mito-adj,81525
Self,mito-adj,59413
Self,mito-adj,36071
Self,mito-adj,48950
Self,mito-adj,61742
Self,mito-adj,69531
Self,mito-adj,91449
Self,mito-adj,54042
Self,mito-adj,74220
Self,mito-adj,91923
Self,mito-adj,32230
Self,mito-adj,45697
Self,mito-adj,50106
Self,mito-adj,29739
Self,mito-adj,36873
Self,mito-adj,67357
Self,mito-adj,49131
Self,mito-adj,85208
Self,mito-adj,78399
Self,mito-adj,47192
Self,mito-adj,85176
Self,mito-adj,89721
Self,mito-adj,93480
Self,mito-adj,64624
Self,mito-adj,70824
Self,mito-adj,92643
Self,mito-adj,53797
Self,mito-adj,81927
Self,mito-adj,28633
Self,mito-adj,81254
Self,mito-adj,95188
Self,mito-adj,91813
Self,mito-adj,57247
Self,mito,19149
Self,mito,13781
Self,mito,17536
Self,mito,19522
Self,mito,36863
Self,mito,31904
Self,mito,8379
Self,mito,21246
Self,mito,15064
Self,mito,6193
Self,mito,11284
Self,mito,10364
Self,mito,20593
Self,mito,23258
Self,mito,11553
Self,mito,11530
Self,mito,11368
Self,mito,15419
Self,mito,21264
Self,mito,9914
Self,mito,15507
Self,mito,8958
Self,mito,11883
Self,mito,11170
Self,mito,18510
Self,mito,23658
Self,mito,18216
Self,mito,12246
Self,mito,8027
Self,mito,14440
Self,mito,10714
Self,mito,23372
Self,mito,15604
Self,mito,16865
Self,mito,15470
Self,mito,8358
Self,mito,19253
Self,mito,15972
Self,mito,23731
Self,mito,8425
Self,mito,12139
Self,mito,18401
Self,mito,6057
Self,mito,23368
Self,mito,8228
Self,mito,24596
Self,mito,17567
Self,mito,9171
Self,mito,11339
Self,mito,8935
Self,mito,20988
Self,mito,13064
Self,mito,7726
Self,mito,15219
Self,mito,19713
Self,mito,19117
Self,mito,25819
Self,mito,12844
Self,mito,33507
Self,mito,46346
Self,mito,18073
Self,mito,19430
Self,mito,35438
Self,mito,12458
Self,mito,16052
Self,mito,16780
Self,mito,19328
Self,mito,12788
Self,mito,9680
Self,mito,13172
Self,mito,28493
Self,mito,9992
Self,mito,18659
Self,mito,24068
Self,mito,7215
Self,mito,19816
Self,mito,13399
Self,mito,14324
Self,mito,11850
Self,mito,12800
Self,mito,6451
Self,mito,13656
Self,mito,13352
Self,mito,13103
Self,mito,9028
Self,mito,19234
Self,mito,6127
Self,mito,17236
Self,mito,6604
Self,mito,11992
Self,mito,20373
Self,mito,14930
Self,mito,31928
Self,mito,16624
Self,mito,15160
Self,mito,19948
Self,mito,11456
Self,mito,31363
Self,mito,13650
Self,mito,6359
Self,mito,5241
Self,mito,11318
Self,mito,4183
Self,mito,4246
Self,mito,32962
Self,mito,8809
Self,mito,4985
Self,mito,10128
Self,mito,8593
Self,mito,5739
Self,mito,8370
Self,mito,21834
Self,mito,18236
Self,mito,14556
Self,mito,20286
Self,mito,22079
Self,mito,21210
Self,mito,8726
Self,mito,11911
Self,mito,8190
Self,mito,23933
Self,mito,16425
Self,mito,10378
Self,mito,17078
Self,mito,32857
Self,mito,12829
Self,mito,24338
Self,mito,17080
Self,mito,12407
Self,mito,8539
Self,mito,18400
Self,mito,40673
Self,mito,17721
Self,mito,33689
Self,mito,11104
Self,mito,11555
Self,mito,8622
Self,mito,11841
Self,mito,8213
Self,mito,9877
Self,mito,9407
Self,mito,21169
Self,mito,13606
Self,mito,6779
Self,mito,4543
Self,mito,26621
Self,mito,23695
Self,mito,24309
Self,mito,42336
Self,mito,7672
Self,mito,11788
Self,mito,18832
Self,mito,24322
Self,mito,14913
Self,mito,34268
Self,mito,21588
Self,mito,9208
Self,mito,17511
Self,mito,19784
Self,mito,17455
Self,mito,14222
Self,mito,12846
Self,mito,13626
Self,mito,9310
Self,mito,22539
Self,mito,19201
Self,mito,12869
Self,mito,6405
Self,mito,18240
Self,mito,8421
Self,mito,18468
Self,mito,18354
Self,mito,7742
Self,mito,11613
Self,mito,29608
Self,mito,19872
Self,mito,6845
Self,mito,6277
Self,mito,21734
Self,mito,21090
Self,mito,16662
Self,mito,5405
Self,mito,14194
Self,mito,9984
Self,mito,23440
Self,mito,7526
Self,mito,14454
Self,mito,12722
Self,mito,19730
Self,mito,8304
Self,mito,9650
Self,mito,8441
Self,mito,8586
Self,mito,6708
Self,mito,10740
Self,mito,8508
Self,mito,6707
Self,mito,15495
Self,mito,31860
Self,mito,10510
Self,mito,16730
Self,mito,14021
Self,mito,8562
Self,mito,11098
Self,mito,32812
Self,mito,11988
Self,mito,16824
Self,mito,37851
Self,mito,28304
Self,mito,8995
Self,mito,30645
Self,mito,10792
Self,mito,10942
Self,mito,24388
Self,mito,10751
Self,mito,18675
Self,mito,10337
Self,mito,12967
Self,mito,11178
Self,mito,16528
Self,mito,18703
Self,mito,17209
Self,mito,14545
Self,mito,7991
Self,mito,24617
Self,mito,8269
Self,mito,29573
Self,mito,6298
Self,mito,22929
Self,mito,11193
Self,mito,16324
Self,mito,14498
Self,mito,6582
Self,mito,11418
Self,mito,12533
Self,mito,10055
Self,mito,4439
Self,mito,11496
Self,mito,29498
Self,mito,16071
Self,mito,43679
Self,mito,8086
Self,mito,7411
Self,mito,15791
Self,mito,4398
Self,mito,7739
Self,mito,24732
Self,mito,4626
Self,mito,4588
Self,mito,10164
Self,mito,16097
Self,mito,12863
Self,mito,9841
Self,mito,28153
Self,mito,9561
Self,mito,20995
Self,mito,11807
Self,mito,5296
Self,mito,8697
Self,mito,12703
Self,mito,17675
Self,mito,5695
Self,mito,18365
Self,mito,10675
Self,mito,13456
Self,mito,19594
Self,mito,11045
Self,mito,6899
Self,mito,14570
Self,mito,18552
Self,mito,4975
Self,mito,17914
Self,mito,6068
Self,mito,14978
Self,mito,18366
Self,mito,7789
Self,mito,15007
Self,mito,11675
Self,mito,11739
Self,mito,19832
Self,mito,14822
Self,mito,16980
Self,mito,20108
Self,mito,9823
Self,mito,11589
Self,mito,18922
Self,mito,6004
Self,mito,13644
Self,mito,6803
Self,mito,19350
Self,mito,15209
Self,mito,29107
Self,mito,45963
Self,mito,11357
Self,mito,16200
Self,mito,14584
Self,mito,13771
Self,mito,8520
Self,mito,19052
Self,mito,10162
Self,mito,6091
Self,mito,24542
Self,mito,60593
Self,mito,11668
Self,mito,19942
Self,mito,28869
Self,mito,5902
Self,mito,26134
Self,mito,6108
Self,mito,9459
Self,mito,16767
Self,mito,13568
Self,mito,6708
Self,mito,32555
Self,mito,9715
Self,mito,13294
Self,mito,29918
Self,mito,6490
Self,mito,17733
Self,mito,12369
Self,mito,20378
Self,mito,21749
Self,mito,30863
Self,mito,28497
Self,mito,9556
Self,mito,17911
Self,mito,9932
Self,mito,9712
Self,mito,6101
Self,mito,20159
Self,mito,16414
Self,mito,8543
Self,mito,13297
Self,mito,9872
Self,mito,12874
Self,mito,24599
Self,mito,27350
Self,mito,10240
Self,mito,20706
Self,mito,19712
Self,mito,16952
Self,mito,11345
Self,mito,8784
Self,mito,8107
Self,mito,28976
Self,mito,13601
Self,mito,6451
Self,mito,9297
Self,mito,7571
Self,mito,18120
Self,mito,7917
Self,mito,13978
Self,mito,19189
Self,mito,30622
Self,mito,9716
Self,mito,12259
Self,mito,21728
Self,mito,15491
Self,mito,11313
Self,mito,9197
Self,mito,14013
Self,mito,22828
